Day,Hour,Radiation
100,7,0.005763689
100,8,0.106628242
100,9,0.282420749
100,10,0.469740634
100,11,0.631123919
100,12,0.711815562
100,13,0.685878963
100,14,0.65129683
100,15,0.530259366
100,16,0.334293948
100,17,0.141210375
100,18,0.017291066
100,19,0
100,20,0
101,6,0
101,7,0.005763689
101,8,0.095100865
101,9,0.25648415
101,10,0.409221902
101,11,0.463976945
101,12,0.596541787
101,13,0.731988473
101,14,0.622478386
101,15,0.507204611
101,16,0.34870317
101,17,0.152737752
101,18,0.017291066
101,19,0
101,20,0
102,6,0
102,7,0.005763689
102,8,0.086455331
102,9,0.279538905
102,10,0.484149856
102,11,0.616714697
102,12,0.723342939
102,13,0.717579251
102,14,0.659942363
102,15,0.544668588
102,16,0.365994236
102,17,0.158501441
102,18,0.017291066
102,19,0
102,20,0
103,6,0
103,7,0.005763689
103,8,0.074927954
103,9,0.201729107
103,10,0.345821326
103,11,0.322766571
103,12,0.443804035
103,13,0.426512968
103,14,0.406340058
103,15,0.498559078
103,16,0.239193084
103,17,0.080691643
103,18,0.014409222
103,19,0
103,20,0
104,6,0
104,7,0.002881844
104,8,0.04610951
104,9,0.132564841
104,10,0.250720461
104,11,0.469740634
104,12,0.469740634
104,13,0.39481268
104,14,0.570605187
104,15,0.461095101
104,16,0.242074928
104,17,0.161383285
104,18,0.008645533
104,19,0
104,20,0
105,6,0
105,7,0.002881844
105,8,0.097982709
105,9,0.239193084
105,10,0.337175793
105,11,0.481268012
105,12,0.268011527
105,13,0.345821326
105,14,0.53314121
105,15,0.501440922
105,16,0.432276657
105,17,0.13832853
105,18,0.017291066
105,19,0
105,20,0
106,6,0
106,7,0
106,8,0.025936599
106,9,0.095100865
106,10,0.109510086
106,11,0.109510086
106,12,0.097982709
106,13,0.095100865
106,14,0.115273775
106,15,0.170028818
106,16,0.155619597
106,17,0.066282421
106,18,0.005763689
106,19,0
106,20,0
107,6,0
107,7,0.002881844
107,8,0.043227666
107,9,0.236311239
107,10,0.498559078
107,11,0.642651297
107,12,0.708933718
107,13,0.706051873
107,14,0.69740634
107,15,0.46685879
107,16,0.368876081
107,17,0.161383285
107,18,0.017291066
107,19,0
107,20,0
108,6,0
108,7,0.005763689
108,8,0.106628242
108,9,0.308357349
108,10,0.4870317
108,11,0.636887608
108,12,0.717579251
108,13,0.720461095
108,14,0.668587896
108,15,0.553314121
108,16,0.374639769
108,17,0.167146974
108,18,0.020172911
108,19,0
108,20,0
109,6,0
109,7,0.002881844
109,8,0.100864553
109,9,0.285302594
109,10,0.481268012
109,11,0.639769452
109,12,0.703170029
109,13,0.671469741
109,14,0.538904899
109,15,0.495677233
109,16,0.23054755
109,17,0.066282421
109,18,0.005763689
109,19,0
109,20,0
110,6,0
110,7,0
110,8,0.066282421
110,9,0.293948127
110,10,0.44092219
110,11,0.610951009
110,12,0.412103746
110,13,0.383285303
110,14,0.432276657
110,15,0.279538905
110,16,0.170028818
110,17,0.069164265
110,18,0.005763689
110,19,0
110,20,0
111,6,0
111,7,0.002881844
111,8,0.037463977
111,9,0.077809798
111,10,0.193083573
111,11,0.279538905
111,12,0.276657061
111,13,0.288184438
111,14,0.227665706
111,15,0.172910663
111,16,0.07204611
111,17,0.051873199
111,18,0.005763689
111,19,0
111,20,0
112,6,0
112,7,0
112,8,0.014409222
112,9,0.060518732
112,10,0.074927954
112,11,0.100864553
112,12,0.100864553
112,13,0.097982709
112,14,0.129682997
112,15,0.083573487
112,16,0.063400576
112,17,0.031700288
112,18,0.002881844
112,19,0
112,20,0
113,6,0
113,7,0
113,8,0.028818444
113,9,0.066282421
113,10,0.100864553
113,11,0.193083573
113,12,0.39481268
113,13,0.285302594
113,14,0.409221902
113,15,0.224783862
113,16,0.13832853
113,17,0.060518732
113,18,0.005763689
113,19,0
113,20,0
114,6,0
114,7,0
114,8,0.020172911
114,9,0.095100865
114,10,0.345821326
114,11,0.495677233
114,12,0.504322767
114,13,0.536023055
114,14,0.44092219
114,15,0.414985591
114,16,0.311239193
114,17,0.112391931
114,18,0.011527378
114,19,0
114,20,0
115,6,0
115,7,0
115,8,0.048991354
115,9,0.121037464
115,10,0.236311239
115,11,0.319884726
115,12,0.317002882
115,13,0.239193084
115,14,0.204610951
115,15,0.161383285
115,16,0.126801153
115,17,0.051873199
115,18,0.002881844
115,19,0
115,20,0
116,6,0
116,7,0
116,8,0.074927954
116,9,0.273775216
116,10,0.4870317
116,11,0.360230548
116,12,0.34870317
116,13,0.354466859
116,14,0.34870317
116,15,0.259365994
116,16,0.144092219
116,17,0.051873199
116,18,0.005763689
116,19,0
116,20,0
117,6,0
117,7,0
117,8,0.020172911
117,9,0.048991354
117,10,0.11815562
117,11,0.178674352
117,12,0.311239193
117,13,0.23054755
117,14,0.13832853
117,15,0.115273775
117,16,0.095100865
117,17,0.063400576
117,18,0.008645533
117,19,0
117,20,0
118,6,0
118,7,0
118,8,0.020172911
118,9,0.048991354
118,10,0.213256484
118,11,0.288184438
118,12,0.103746398
118,13,0.276657061
118,14,0.224783862
118,15,0.233429395
118,16,0.152737752
118,17,0.077809798
118,18,0.011527378
118,19,0
118,20,0
119,6,0
119,7,0
119,8,0.020172911
119,9,0.063400576
119,10,0.247838617
119,11,0.380403458
119,12,0.412103746
119,13,0.587896254
119,14,0.365994236
119,15,0.21037464
119,16,0.161383285
119,17,0.063400576
119,18,0.005763689
119,19,0
119,20,0
120,6,0
120,7,0
120,8,0.020172911
120,9,0.066282421
120,10,0.095100865
120,11,0.121037464
120,12,0.23054755
120,13,0.610951009
120,14,0.631123919
120,15,0.5129683
120,16,0.360230548
120,17,0.16426513
120,18,0.017291066
120,19,0
120,20,0
121,6,0
121,7,0
121,8,0.025936599
121,9,0.187319885
121,10,0.193083573
121,11,0.610951009
121,12,0.570605187
121,13,0.455331412
121,14,0.383285303
121,15,0.371757925
121,16,0.259365994
121,17,0.149855908
121,18,0.014409222
121,19,0
121,20,0
122,6,0
122,7,0
122,8,0.048991354
122,9,0.193083573
122,10,0.221902017
122,11,0.518731988
122,12,0.668587896
122,13,0.69740634
122,14,0.645533141
122,15,0.504322767
122,16,0.337175793
122,17,0.152737752
122,18,0.017291066
122,19,0
122,20,0
123,6,0
123,7,0
123,8,0.057636888
123,9,0.239193084
123,10,0.438040346
123,11,0.55907781
123,12,0.634005764
123,13,0.645533141
123,14,0.585014409
123,15,0.46685879
123,16,0.30259366
123,17,0.123919308
123,18,0.014409222
123,19,0
123,20,0
124,6,0
124,7,0
124,8,0.063400576
124,9,0.247838617
124,10,0.438040346
124,11,0.599423631
124,12,0.680115274
124,13,0.69740634
124,14,0.636887608
124,15,0.498559078
124,16,0.325648415
124,17,0.13832853
124,18,0.014409222
124,19,0
124,20,0
125,6,0
125,7,0
125,8,0.051873199
125,9,0.221902017
125,10,0.253602305
125,11,0.317002882
125,12,0.550432277
125,13,0.475504323
125,14,0.469740634
125,15,0.498559078
125,16,0.262247839
125,17,0.060518732
125,18,0.008645533
125,19,0
125,20,0
126,6,0
126,7,0
126,8,0.028818444
126,9,0.077809798
126,10,0.146974063
126,11,0.357348703
126,12,0.5129683
126,13,0.752161383
126,14,0.642651297
126,15,0.507204611
126,16,0.354466859
126,17,0.152737752
126,18,0.017291066
126,19,0
126,20,0
127,6,0
127,7,0
127,8,0.074927954
127,9,0.282420749
127,10,0.354466859
127,11,0.435158501
127,12,0.507204611
127,13,0.409221902
127,14,0.282420749
127,15,0.193083573
127,16,0.146974063
127,17,0.060518732
127,18,0.005763689
127,19,0
127,20,0
128,6,0
128,7,0
128,8,0.028818444
128,9,0.112391931
128,10,0.270893372
128,11,0.305475504
128,12,0.510086455
128,13,0.360230548
128,14,0.492795389
128,15,0.288184438
128,16,0.224783862
128,17,0.060518732
128,18,0.008645533
128,19,0
128,20,0
129,6,0
129,7,0
129,8,0.011527378
129,9,0.063400576
129,10,0.135446686
129,11,0.135446686
129,12,0.123919308
129,13,0.178674352
129,14,0.11815562
129,15,0.172910663
129,16,0.069164265
129,17,0.028818444
129,18,0.002881844
129,19,0
129,20,0
130,6,0
130,7,0
130,8,0.034582133
130,9,0.097982709
130,10,0.095100865
130,11,0.100864553
130,12,0.144092219
130,13,0.201729107
130,14,0.175792507
130,15,0.135446686
130,16,0.123919308
130,17,0.057636888
130,18,0.002881844
130,19,0
130,20,0
131,6,0
131,7,0
131,8,0.014409222
131,9,0.034582133
131,10,0.048991354
131,11,0.086455331
131,12,0.172910663
131,13,0.141210375
131,14,0.216138329
131,15,0.175792507
131,16,0.095100865
131,17,0.034582133
131,18,0.002881844
131,19,0
131,20,0
132,6,0
132,7,0
132,8,0.011527378
132,9,0.037463977
132,10,0.083573487
132,11,0.144092219
132,12,0.193083573
132,13,0.170028818
132,14,0.144092219
132,15,0.144092219
132,16,0.095100865
132,17,0.060518732
132,18,0.014409222
132,19,0
132,20,0
133,6,0
133,7,0
133,8,0.017291066
133,9,0.09221902
133,10,0.270893372
133,11,0.368876081
133,12,0.662824207
133,13,0.446685879
133,14,0.46685879
133,15,0.334293948
133,16,0.296829971
133,17,0.16426513
133,18,0.014409222
133,19,0
133,20,0
134,6,0
134,7,0
134,8,0.043227666
134,9,0.106628242
134,10,0.417867435
134,11,0.377521614
134,12,0.42074928
134,13,0.622478386
134,14,0.648414986
134,15,0.538904899
134,16,0.365994236
134,17,0.167146974
134,18,0.020172911
134,19,0
134,20,0
135,6,0
135,7,0
135,8,0.040345821
135,9,0.141210375
135,10,0.242074928
135,11,0.285302594
135,12,0.360230548
135,13,0.368876081
135,14,0.195965418
135,15,0.195965418
135,16,0.135446686
135,17,0.074927954
135,18,0.011527378
135,19,0
135,20,0
136,6,0
136,7,0
136,8,0.028818444
136,9,0.115273775
136,10,0.377521614
136,11,0.510086455
136,12,0.570605187
136,13,0.708933718
136,14,0.521613833
136,15,0.478386167
136,16,0.314121037
136,17,0.135446686
136,18,0.025936599
136,19,0
136,20,0
137,6,0
137,7,0
137,8,0.031700288
137,9,0.077809798
137,10,0.144092219
137,11,0.288184438
137,12,0.291066282
137,13,0.544668588
137,14,0.389048991
137,15,0.449567723
137,16,0.285302594
137,17,0.11815562
137,18,0.017291066
137,19,0
137,20,0
138,6,0
138,7,0
138,8,0.034582133
138,9,0.152737752
138,10,0.345821326
138,11,0.524495677
138,12,0.631123919
138,13,0.469740634
138,14,0.518731988
138,15,0.461095101
138,16,0.319884726
138,17,0.146974063
138,18,0.020172911
138,19,0
138,20,0
139,6,0
139,7,0
139,8,0.043227666
139,9,0.204610951
139,10,0.377521614
139,11,0.521613833
139,12,0.613832853
139,13,0.602305476
139,14,0.593659942
139,15,0.507204611
139,16,0.337175793
139,17,0.146974063
139,18,0.020172911
139,19,0
139,20,0
140,6,0
140,7,0
140,8,0.04610951
140,9,0.207492795
140,10,0.391930836
140,11,0.553314121
140,12,0.619596542
140,13,0.657060519
140,14,0.593659942
140,15,0.458213256
140,16,0.296829971
140,17,0.13832853
140,18,0.017291066
140,19,0
140,20,0
141,6,0
141,7,0
141,8,0.04610951
141,9,0.219020173
141,10,0.414985591
141,11,0.570605187
141,12,0.668587896
141,13,0.691642651
141,14,0.639769452
141,15,0.530259366
141,16,0.374639769
141,17,0.18443804
141,18,0.025936599
141,19,0
141,20,0
142,6,0
142,7,0
142,8,0.04610951
142,9,0.224783862
142,10,0.414985591
142,11,0.57925072
142,12,0.659942363
142,13,0.682997118
142,14,0.622478386
142,15,0.504322767
142,16,0.342939481
142,17,0.158501441
142,18,0.023054755
142,19,0
142,20,0
143,6,0
143,7,0
143,8,0.048991354
143,9,0.236311239
143,10,0.429394813
143,11,0.582132565
143,12,0.671469741
143,13,0.671469741
143,14,0.619596542
143,15,0.507204611
143,16,0.357348703
143,17,0.172910663
143,18,0.025936599
143,19,0
143,20,0
144,6,0
144,7,0
144,8,0.043227666
144,9,0.21037464
144,10,0.397694524
144,11,0.536023055
144,12,0.628242075
144,13,0.677233429
144,14,0.631123919
144,15,0.521613833
144,16,0.363112392
144,17,0.172910663
144,18,0.025936599
144,19,0
144,20,0
145,6,0
145,7,0
145,8,0.040345821
145,9,0.201729107
145,10,0.403458213
145,11,0.550432277
145,12,0.642651297
145,13,0.668587896
145,14,0.628242075
145,15,0.510086455
145,16,0.371757925
145,17,0.178674352
145,18,0.025936599
145,19,0
145,20,0
146,6,0
146,7,0
146,8,0.043227666
146,9,0.216138329
146,10,0.414985591
146,11,0.573487032
146,12,0.674351585
146,13,0.703170029
146,14,0.65129683
146,15,0.538904899
146,16,0.377521614
146,17,0.181556196
146,18,0.028818444
146,19,0
146,20,0
147,6,0
147,7,0
147,8,0.043227666
147,9,0.149855908
147,10,0.103746398
147,11,0.16426513
147,12,0.363112392
147,13,0.383285303
147,14,0.544668588
147,15,0.495677233
147,16,0.221902017
147,17,0.13832853
147,18,0.023054755
147,19,0
147,20,0
148,6,0
148,7,0
148,8,0.037463977
148,9,0.190201729
148,10,0.357348703
148,11,0.504322767
148,12,0.60518732
148,13,0.628242075
148,14,0.553314121
148,15,0.478386167
148,16,0.354466859
148,17,0.158501441
148,18,0.023054755
148,19,0
148,20,0
149,6,0
149,7,0
149,8,0.017291066
149,9,0.09221902
149,10,0.190201729
149,11,0.247838617
149,12,0.279538905
149,13,0.478386167
149,14,0.561959654
149,15,0.455331412
149,16,0.30259366
149,17,0.141210375
149,18,0.023054755
149,19,0
149,20,0
150,6,0
150,7,0
150,8,0.017291066
150,9,0.106628242
150,10,0.247838617
150,11,0.472622478
150,12,0.567723343
150,13,0.671469741
150,14,0.628242075
150,15,0.530259366
150,16,0.391930836
150,17,0.195965418
150,18,0.031700288
150,19,0
150,20,0
151,6,0
151,7,0
151,8,0.023054755
151,9,0.13832853
151,10,0.34870317
151,11,0.53314121
151,12,0.622478386
151,13,0.625360231
151,14,0.648414986
151,15,0.504322767
151,16,0.34870317
151,17,0.181556196
151,18,0.034582133
151,19,0
151,20,0
152,6,0
152,7,0
152,8,0.028818444
152,9,0.16426513
152,10,0.351585014
152,11,0.504322767
152,12,0.608069164
152,13,0.654178674
152,14,0.619596542
152,15,0.5129683
152,16,0.357348703
152,17,0.178674352
152,18,0.034582133
152,19,0
152,20,0
153,6,0
153,7,0
153,8,0.017291066
153,9,0.100864553
153,10,0.149855908
153,11,0.236311239
153,12,0.397694524
153,13,0.544668588
153,14,0.412103746
153,15,0.331412104
153,16,0.236311239
153,17,0.181556196
153,18,0.037463977
153,19,0
153,20,0
154,6,0
154,7,0
154,8,0.028818444
154,9,0.158501441
154,10,0.308357349
154,11,0.44092219
154,12,0.556195965
154,13,0.636887608
154,14,0.608069164
154,15,0.504322767
154,16,0.354466859
154,17,0.181556196
154,18,0.034582133
154,19,0
154,20,0
155,6,0
155,7,0
155,8,0.023054755
155,9,0.097982709
155,10,0.095100865
155,11,0.187319885
155,12,0.504322767
155,13,0.55907781
155,14,0.587896254
155,15,0.489913545
155,16,0.345821326
155,17,0.16426513
155,18,0.034582133
155,19,0
155,20,0
156,6,0
156,7,0
156,8,0.011527378
156,9,0.086455331
156,10,0.106628242
156,11,0.175792507
156,12,0.308357349
156,13,0.44092219
156,14,0.314121037
156,15,0.259365994
156,16,0.181556196
156,17,0.086455331
156,18,0.023054755
156,19,0
156,20,0
157,6,0
157,7,0
157,8,0.020172911
157,9,0.121037464
157,10,0.273775216
157,11,0.406340058
157,12,0.484149856
157,13,0.510086455
157,14,0.489913545
157,15,0.432276657
157,16,0.293948127
157,17,0.132564841
157,18,0.025936599
157,19,0
157,20,0
158,6,0
158,7,0
158,8,0.017291066
158,9,0.089337176
158,10,0.242074928
158,11,0.463976945
158,12,0.573487032
158,13,0.616714697
158,14,0.570605187
158,15,0.443804035
158,16,0.288184438
158,17,0.149855908
158,18,0.031700288
158,19,0
158,20,0
159,6,0
159,7,0
159,8,0.025936599
159,9,0.069164265
159,10,0.060518732
159,11,0.115273775
159,12,0.161383285
159,13,0.328530259
159,14,0.409221902
159,15,0.328530259
159,16,0.317002882
159,17,0.152737752
159,18,0.031700288
159,19,0
159,20,0
160,6,0
160,7,0
160,8,0.025936599
160,9,0.095100865
160,10,0.345821326
160,11,0.403458213
160,12,0.567723343
160,13,0.668587896
160,14,0.628242075
160,15,0.504322767
160,16,0.270893372
160,17,0.135446686
160,18,0.023054755
160,19,0
160,20,0
161,6,0
161,7,0
161,8,0.005763689
161,9,0.034582133
161,10,0.028818444
161,11,0.149855908
161,12,0.305475504
161,13,0.351585014
161,14,0.282420749
161,15,0.106628242
161,16,0.074927954
161,17,0.031700288
161,18,0.008645533
161,19,0
161,20,0
162,6,0
162,7,0
162,8,0.002881844
162,9,0.017291066
162,10,0.028818444
162,11,0.057636888
162,12,0.080691643
162,13,0.060518732
162,14,0.048991354
162,15,0.040345821
162,16,0.043227666
162,17,0.017291066
162,18,0.002881844
162,19,0
162,20,0
163,6,0
163,7,0
163,8,0.011527378
163,9,0.077809798
163,10,0.123919308
163,11,0.195965418
163,12,0.244956772
163,13,0.233429395
163,14,0.279538905
163,15,0.207492795
163,16,0.115273775
163,17,0.051873199
163,18,0.020172911
163,19,0
163,20,0
164,6,0
164,7,0
164,8,0.011527378
164,9,0.066282421
164,10,0.132564841
164,11,0.250720461
164,12,0.386167147
164,13,0.544668588
164,14,0.622478386
164,15,0.518731988
164,16,0.331412104
164,17,0.158501441
164,18,0.048991354
164,19,0
164,20,0
165,6,0
165,7,0
165,8,0.023054755
165,9,0.109510086
165,10,0.305475504
165,11,0.481268012
165,12,0.648414986
165,13,0.671469741
165,14,0.567723343
165,15,0.475504323
165,16,0.34870317
165,17,0.155619597
165,18,0.051873199
165,19,0
165,20,0
166,6,0
166,7,0
166,8,0.023054755
166,9,0.167146974
166,10,0.308357349
166,11,0.400576369
166,12,0.34870317
166,13,0.340057637
166,14,0.213256484
166,15,0.014409222
166,16,0.048991354
166,17,0.020172911
166,18,0.002881844
166,19,0
166,20,0
167,6,0
167,7,0
167,8,0.020172911
167,9,0.080691643
167,10,0.152737752
167,11,0.144092219
167,12,0.11815562
167,13,0.144092219
167,14,0.149855908
167,15,0.121037464
167,16,0.066282421
167,17,0.031700288
167,18,0.005763689
167,19,0
167,20,0
168,6,0
168,7,0
168,8,0.005763689
168,9,0.028818444
168,10,0.074927954
168,11,0.115273775
168,12,0.146974063
168,13,0.152737752
168,14,0.16426513
168,15,0.11815562
168,16,0.09221902
168,17,0.043227666
168,18,0.008645533
168,19,0
168,20,0
169,6,0
169,7,0
169,8,0.011527378
169,9,0.121037464
169,10,0.30259366
169,11,0.530259366
169,12,0.547550432
169,13,0.599423631
169,14,0.634005764
169,15,0.510086455
169,16,0.377521614
169,17,0.201729107
169,18,0.048991354
169,19,0
169,20,0
170,6,0
170,7,0
170,8,0.005763689
170,9,0.028818444
170,10,0.063400576
170,11,0.097982709
170,12,0.097982709
170,13,0.086455331
170,14,0.097982709
170,15,0.080691643
170,16,0.063400576
170,17,0.031700288
170,18,0.005763689
170,19,0
170,20,0
171,6,0
171,7,0
171,8,0.031700288
171,9,0.178674352
171,10,0.363112392
171,11,0.536023055
171,12,0.65129683
171,13,0.685878963
171,14,0.65129683
171,15,0.544668588
171,16,0.400576369
171,17,0.224783862
171,18,0.057636888
171,19,0
171,20,0
172,6,0
172,7,0
172,8,0.023054755
172,9,0.132564841
172,10,0.340057637
172,11,0.368876081
172,12,0.5129683
172,13,0.682997118
172,14,0.645533141
172,15,0.541786744
172,16,0.417867435
172,17,0.146974063
172,18,0.037463977
172,19,0
172,20,0
173,6,0
173,7,0
173,8,0.028818444
173,9,0.167146974
173,10,0.337175793
173,11,0.495677233
173,12,0.596541787
173,13,0.631123919
173,14,0.590778098
173,15,0.489913545
173,16,0.351585014
173,17,0.18443804
173,18,0.04610951
173,19,0
173,20,0
174,6,0
174,7,0
174,8,0.031700288
174,9,0.170028818
174,10,0.328530259
174,11,0.472622478
174,12,0.57925072
174,13,0.654178674
174,14,0.585014409
174,15,0.481268012
174,16,0.340057637
174,17,0.178674352
174,18,0.043227666
174,19,0
174,20,0
175,6,0
175,7,0
175,8,0.031700288
175,9,0.16426513
175,10,0.337175793
175,11,0.504322767
175,12,0.616714697
175,13,0.659942363
175,14,0.625360231
175,15,0.510086455
175,16,0.357348703
175,17,0.178674352
175,18,0.043227666
175,19,0
175,20,0
176,6,0
176,7,0
176,8,0.025936599
176,9,0.146974063
176,10,0.314121037
176,11,0.478386167
176,12,0.602305476
176,13,0.657060519
176,14,0.628242075
176,15,0.538904899
176,16,0.39481268
176,17,0.21037464
176,18,0.051873199
176,19,0
176,20,0
177,6,0
177,7,0
177,8,0.028818444
177,9,0.146974063
177,10,0.314121037
177,11,0.469740634
177,12,0.570605187
177,13,0.619596542
177,14,0.590778098
177,15,0.484149856
177,16,0.236311239
177,17,0.13832853
177,18,0.028818444
177,19,0
177,20,0
178,6,0
178,7,0
178,8,0.031700288
178,9,0.126801153
178,10,0.244956772
178,11,0.305475504
178,12,0.423631124
178,13,0.270893372
178,14,0.135446686
178,15,0.155619597
178,16,0.146974063
178,17,0.057636888
178,18,0.023054755
178,19,0
178,20,0
179,6,0
179,7,0
179,8,0.025936599
179,9,0.097982709
179,10,0.268011527
179,11,0.296829971
179,12,0.547550432
179,13,0.726224784
179,14,0.703170029
179,15,0.60518732
179,16,0.452449568
179,17,0.259365994
179,18,0.077809798
179,19,0
179,20,0
180,6,0
180,7,0
180,8,0.031700288
180,9,0.112391931
180,10,0.273775216
180,11,0.484149856
180,12,0.700288184
180,13,0.726224784
180,14,0.671469741
180,15,0.556195965
180,16,0.342939481
180,17,0.207492795
180,18,0.048991354
180,19,0
180,20,0
181,6,0
181,7,0
181,8,0.005763689
181,9,0.048991354
181,10,0.144092219
181,11,0.227665706
181,12,0.314121037
181,13,0.432276657
181,14,0.547550432
181,15,0.561959654
181,16,0.42074928
181,17,0.236311239
181,18,0.066282421
181,19,0
181,20,0
182,6,0
182,7,0
182,8,0.017291066
182,9,0.051873199
182,10,0.201729107
182,11,0.213256484
182,12,0.242074928
182,13,0.417867435
182,14,0.585014409
182,15,0.547550432
182,16,0.322766571
182,17,0.129682997
182,18,0.048991354
182,19,0
182,20,0
183,6,0
183,7,0
183,8,0.005763689
183,9,0.028818444
183,10,0.126801153
183,11,0.11815562
183,12,0.293948127
183,13,0.25648415
183,14,0.221902017
183,15,0.21037464
183,16,0.074927954
183,17,0.037463977
183,18,0.017291066
183,19,0
183,20,0
184,6,0
184,7,0
184,8,0.023054755
184,9,0.18443804
184,10,0.265129683
184,11,0.296829971
184,12,0.46685879
184,13,0.244956772
184,14,0.285302594
184,15,0.317002882
184,16,0.16426513
184,17,0.089337176
184,18,0.060518732
184,19,0
184,20,0
185,6,0
185,7,0
185,8,0.025936599
185,9,0.11815562
185,10,0.219020173
185,11,0.391930836
185,12,0.340057637
185,13,0.541786744
185,14,0.694524496
185,15,0.587896254
185,16,0.432276657
185,17,0.244956772
185,18,0.080691643
185,19,0
185,20,0
186,6,0
186,7,0
186,8,0.011527378
186,9,0.037463977
186,10,0.103746398
186,11,0.158501441
186,12,0.216138329
186,13,0.242074928
186,14,0.190201729
186,15,0.149855908
186,16,0.080691643
186,17,0.034582133
186,18,0.011527378
186,19,0
186,20,0
187,6,0
187,7,0
187,8,0.025936599
187,9,0.07204611
187,10,0.121037464
187,11,0.30259366
187,12,0.39481268
187,13,0.53314121
187,14,0.371757925
187,15,0.331412104
187,16,0.158501441
187,17,0.040345821
187,18,0.023054755
187,19,0
187,20,0
188,6,0
188,7,0
188,8,0.051873199
188,9,0.207492795
188,10,0.30259366
188,11,0.308357349
188,12,0.357348703
188,13,0.657060519
188,14,0.740634006
188,15,0.639769452
188,16,0.42074928
188,17,0.193083573
188,18,0.074927954
188,19,0
188,20,0
189,6,0
189,7,0
189,8,0.008645533
189,9,0.025936599
189,10,0.060518732
189,11,0.100864553
189,12,0.123919308
189,13,0.126801153
189,14,0.149855908
189,15,0.146974063
189,16,0.07204611
189,17,0.025936599
189,18,0.014409222
189,19,0
189,20,0
190,6,0
190,7,0
190,8,0.025936599
190,9,0.141210375
190,10,0.161383285
190,11,0.158501441
190,12,0.273775216
190,13,0.21037464
190,14,0.16426513
190,15,0.216138329
190,16,0.04610951
190,17,0.011527378
190,18,0.002881844
190,19,0
190,20,0
191,6,0
191,7,0
191,8,0.014409222
191,9,0.040345821
191,10,0.060518732
191,11,0.239193084
191,12,0.187319885
191,13,0.155619597
191,14,0.146974063
191,15,0.190201729
191,16,0.089337176
191,17,0.040345821
191,18,0.023054755
191,19,0
191,20,0
192,6,0
192,7,0
192,8,0.008645533
192,9,0.040345821
192,10,0.063400576
192,11,0.089337176
192,12,0.144092219
192,13,0.141210375
192,14,0.123919308
192,15,0.112391931
192,16,0.095100865
192,17,0.048991354
192,18,0.008645533
192,19,0
192,20,0
193,6,0
193,7,0
193,8,0.017291066
193,9,0.077809798
193,10,0.178674352
193,11,0.328530259
193,12,0.233429395
193,13,0.340057637
193,14,0.53314121
193,15,0.368876081
193,16,0.340057637
193,17,0.152737752
193,18,0.034582133
193,19,0
193,20,0
194,6,0
194,7,0
194,8,0.005763689
194,9,0.043227666
194,10,0.083573487
194,11,0.083573487
194,12,0.216138329
194,13,0.16426513
194,14,0.149855908
194,15,0.129682997
194,16,0.063400576
194,17,0.025936599
194,18,0.008645533
194,19,0
194,20,0
195,6,0
195,7,0
195,8,0.005763689
195,9,0.028818444
195,10,0.103746398
195,11,0.132564841
195,12,0.135446686
195,13,0.100864553
195,14,0.074927954
195,15,0.100864553
195,16,0.07204611
195,17,0.037463977
195,18,0.020172911
195,19,0
195,20,0
196,6,0
196,7,0
196,8,0.005763689
196,9,0.023054755
196,10,0.037463977
196,11,0.066282421
196,12,0.115273775
196,13,0.16426513
196,14,0.097982709
196,15,0.048991354
196,16,0.07204611
196,17,0.040345821
196,18,0.008645533
196,19,0
196,20,0
197,6,0
197,7,0
197,8,0.014409222
197,9,0.025936599
197,10,0.034582133
197,11,0.054755043
197,12,0.11815562
197,13,0.09221902
197,14,0.051873199
197,15,0.063400576
197,16,0.080691643
197,17,0.034582133
197,18,0.023054755
197,19,0
197,20,0
198,6,0
198,7,0
198,8,0.023054755
198,9,0.066282421
198,10,0.028818444
198,11,0.028818444
198,12,0.051873199
198,13,0.097982709
198,14,0.109510086
198,15,0.07204611
198,16,0.066282421
198,17,0.031700288
198,18,0.008645533
198,19,0
198,20,0
199,6,0
199,7,0
199,8,0.037463977
199,9,0.112391931
199,10,0.25648415
199,11,0.593659942
199,12,0.723342939
199,13,0.809798271
199,14,0.780979827
199,15,0.665706052
199,16,0.504322767
199,17,0.299711816
199,18,0.100864553
199,19,0.002881844
199,20,0
200,6,0
200,7,0
200,8,0.057636888
200,9,0.227665706
200,10,0.429394813
200,11,0.60518732
200,12,0.720461095
200,13,0.792507205
200,14,0.766570605
200,15,0.648414986
200,16,0.317002882
200,17,0.149855908
200,18,0.089337176
200,19,0.002881844
200,20,0
201,6,0
201,7,0
201,8,0.008645533
201,9,0.057636888
201,10,0.121037464
201,11,0.167146974
201,12,0.268011527
201,13,0.204610951
201,14,0.250720461
201,15,0.270893372
201,16,0.152737752
201,17,0.083573487
201,18,0.031700288
201,19,0
201,20,0
202,6,0
202,7,0
202,8,0.017291066
202,9,0.083573487
202,10,0.170028818
202,11,0.201729107
202,12,0.195965418
202,13,0.181556196
202,14,0.331412104
202,15,0.244956772
202,16,0.155619597
202,17,0.089337176
202,18,0.037463977
202,19,0.002881844
202,20,0
203,6,0
203,7,0
203,8,0.017291066
203,9,0.077809798
203,10,0.161383285
203,11,0.21037464
203,12,0.135446686
203,13,0.227665706
203,14,0.262247839
203,15,0.299711816
203,16,0.158501441
203,17,0.213256484
203,18,0.048991354
203,19,0.002881844
203,20,0
