Day,Hour,Dir,Spd
50,21,100,0.248322148
50,22,90,0.248322148
50,23,90,0.288590604
50,24,90,0.255033557
51,1,90,0.261744966
51,2,90,0.288590604
51,3,100,0.275167785
51,4,90,0.275167785
51,5,80,0.315436242
51,6,70,0.375838926
51,7,80,0.33557047
51,8,80,0.32885906
51,9,80,0.33557047
51,10,90,0.268456376
51,11,80,0.268456376
51,12,90,0.228187919
51,13,80,0.315436242
51,14,80,0.315436242
51,15,80,0.32885906
51,16,80,0.322147651
51,17,90,0.302013423
51,18,90,0.288590604
51,19,90,0.288590604
51,20,80,0.422818792
51,21,90,0.288590604
51,22,80,0.355704698
51,23,80,0.322147651
51,24,80,0.295302013
52,1,90,0.315436242
52,2,90,0.33557047
52,3,80,0.369127517
52,4,90,0.32885906
52,5,,
52,6,90,0.302013423
52,7,90,0.302013423
52,8,110,0.288590604
52,9,100,0.348993289
52,10,100,0.275167785
52,11,110,0.275167785
52,12,110,0.348993289
52,13,100,0.308724832
52,14,100,0.355704698
52,15,120,0.268456376
52,16,130,0.375838926
52,17,130,0.201342282
52,18,140,0.288590604
52,19,130,0.288590604
52,20,120,0.228187919
52,21,140,0.44295302
52,22,140,0.416107383
52,23,140,0.422818792
52,24,160,0.33557047
53,1,140,0.194630872
53,2,140,0.214765101
53,3,140,0.228187919
53,4,140,0.214765101
53,5,140,0.241610738
53,6,130,0.255033557
53,7,140,0.208053691
53,8,170,0.241610738
53,9,180,0.208053691
53,10,160,0.174496644
53,11,170,0.080536913
53,12,260,0.087248322
53,13,260,0.080536913
53,14,260,0.067114094
53,15,160,0.080536913
53,16,170,0.073825503
53,17,170,0.154362416
53,18,160,0.134228188
53,19,230,0.046979866
53,20,180,0.087248322
53,21,190,0.040268456
53,22,170,0.067114094
53,23,230,0.040268456
53,24,270,0.020134228
54,1,270,0.040268456
54,2,280,0.006711409
54,3,270,0.013422819
54,4,280,0.073825503
54,5,280,0.033557047
54,6,270,0
54,7,270,0
54,8,270,0
54,9,290,0.020134228
54,10,280,0.026845638
54,11,270,0.087248322
54,12,270,0.154362416
54,13,280,0.120805369
54,14,300,0.174496644
54,15,270,0.127516779
54,16,290,0.127516779
54,17,270,0.100671141
54,18,290,0.093959732
54,19,290,0.040268456
54,20,290,0.073825503
54,21,290,0
54,22,290,0
54,23,290,0.006711409
54,24,290,0
55,1,290,0.046979866
55,2,290,0.060402685
55,3,290,0.026845638
55,4,290,0.100671141
55,5,290,0
55,6,240,0
55,7,270,0
55,8,280,0
55,9,280,0
55,10,280,0.026845638
55,11,270,0.10738255
55,12,280,0.013422819
55,13,20,0
55,14,,
55,15,,
55,16,,
55,17,280,0.127516779
55,18,300,0.120805369
55,19,290,0.120805369
55,20,270,0
55,21,290,0
55,22,290,0
55,23,330,0
55,24,120,0
56,1,280,0
56,2,290,0
56,3,280,0
56,4,120,0
56,5,120,0.033557047
56,6,120,0.040268456
56,7,30,0.046979866
56,8,120,0.006711409
56,9,120,0.033557047
56,10,110,0.093959732
56,11,120,0.11409396
56,12,120,0.10738255
56,13,140,0.140939597
56,14,,
56,15,,
56,16,,
56,17,290,0.100671141
56,18,30,0.100671141
56,19,20,0.134228188
56,20,10,0.161073826
56,21,30,0.120805369
56,22,50,0.154362416
56,23,50,0.167785235
56,24,120,0.147651007
57,1,120,0.11409396
57,2,110,0.120805369
57,3,110,0.127516779
57,4,120,0.127516779
57,5,90,0.167785235
57,6,90,0.194630872
57,7,80,0.22147651
57,8,70,0.214765101
57,9,90,0.174496644
57,10,100,0.214765101
57,11,90,0.208053691
57,12,120,0.22147651
57,13,110,0.248322148
57,14,120,0.234899329
57,15,120,0.208053691
57,16,100,0.147651007
57,17,120,0.127516779
57,18,10,0.134228188
57,19,120,0.11409396
57,20,50,0.093959732
57,21,30,0.080536913
57,22,30,0.120805369
57,23,40,0.087248322
57,24,50,0.093959732
58,1,40,0.11409396
58,2,30,0.147651007
58,3,40,0.161073826
58,4,20,0.127516779
58,5,30,0.201342282
58,6,40,0.161073826
58,7,30,0.134228188
58,8,30,0.208053691
58,9,50,0.161073826
58,10,40,0.187919463
58,11,40,0.161073826
58,12,20,0.134228188
58,13,120,0.087248322
58,14,10,0.127516779
58,15,10,0.100671141
58,16,10,0.167785235
58,17,20,0.100671141
58,18,60,0.026845638
58,19,10,0.127516779
58,20,70,0.093959732
58,21,20,0.134228188
58,22,40,0.11409396
58,23,30,0.134228188
58,24,50,0.147651007
59,1,40,0.147651007
59,2,20,0.020134228
59,3,30,0.187919463
59,4,30,0.201342282
59,5,30,0.234899329
59,6,30,0.255033557
59,7,30,0.234899329
59,8,20,0.161073826
59,9,20,0.140939597
59,10,20,0.140939597
59,11,10,0.120805369
59,12,120,0.11409396
59,13,120,0.174496644
59,14,130,0.194630872
59,15,150,0.201342282
59,16,140,0.181208054
59,17,130,0.161073826
59,18,120,0.11409396
59,19,120,0.11409396
59,20,50,0.020134228
59,21,120,0.067114094
59,22,110,0.040268456
59,23,110,0.046979866
59,24,20,0.006711409
60,1,20,0.093959732
60,2,40,0.006711409
60,3,50,0.073825503
60,4,50,0.120805369
60,5,30,0.120805369
60,6,20,0.120805369
60,7,40,0.181208054
60,8,30,0.194630872
60,9,30,0.154362416
60,10,20,0.174496644
60,11,30,0.140939597
60,12,120,0.154362416
60,13,120,0.161073826
60,14,40,0.100671141
60,15,110,0.067114094
60,16,140,0.154362416
60,17,120,0.201342282
60,18,110,0.147651007
60,19,120,0.154362416
60,20,120,0.161073826
60,21,120,0.140939597
60,22,120,0.11409396
60,23,120,0.046979866
60,24,40,0.040268456
61,1,20,0
61,2,20,0
61,3,360,0.053691275
61,4,70,0.10738255
61,5,30,0.208053691
61,6,40,0.181208054
61,7,30,0.248322148
61,8,30,0.241610738
61,9,30,0.248322148
61,10,30,0.201342282
61,11,30,0.22147651
61,12,10,0.161073826
61,13,20,0.154362416
61,14,10,0.161073826
61,15,10,0.194630872
61,16,360,0.093959732
61,17,10,0.134228188
61,18,270,0.060402685
61,19,280,0.080536913
61,20,260,0
61,21,120,0
61,22,290,0.080536913
61,23,,
61,24,,
62,1,40,0.308724832
62,2,50,0.248322148
62,3,30,0.241610738
62,4,20,0.120805369
62,5,10,0.10738255
62,6,10,0.174496644
62,7,10,0.174496644
62,8,10,0.161073826
62,9,10,0.140939597
62,10,10,0.154362416
62,11,10,0.161073826
62,12,10,0.120805369
62,13,10,0.140939597
62,14,40,0.147651007
62,15,30,0.181208054
62,16,30,0.187919463
62,17,20,0.140939597
62,18,10,0.100671141
62,19,20,0.087248322
62,20,10,0.127516779
62,21,40,0.167785235
62,22,20,0.22147651
62,23,20,0.281879195
62,24,20,0.342281879
63,1,30,0.308724832
63,2,20,0.295302013
63,3,10,0.100671141
63,4,20,0.093959732
63,5,20,0.060402685
63,6,60,0.073825503
63,7,30,0.060402685
63,8,20,0.046979866
63,9,10,0.134228188
63,10,20,0.127516779
63,11,10,0.120805369
63,12,30,0.067114094
63,13,10,0.181208054
63,14,10,0.234899329
63,15,10,0.234899329
63,16,10,0.228187919
63,17,,
63,18,360,0.127516779
63,19,20,0.046979866
63,20,360,0.073825503
63,21,70,0.046979866
63,22,20,0.046979866
63,23,20,0.006711409
63,24,20,0.140939597
64,1,20,0.120805369
64,2,110,0.013422819
64,3,40,0.127516779
64,4,30,0.093959732
64,5,50,0.10738255
64,6,50,0.10738255
64,7,40,0.006711409
64,8,50,0
64,9,50,0.033557047
64,10,40,0.013422819
64,11,130,0.080536913
64,12,150,0.087248322
64,13,190,0.046979866
64,14,210,0.080536913
64,15,200,0.060402685
64,16,160,0.013422819
64,17,120,0.020134228
64,18,120,0
64,19,120,0
64,20,120,0
64,21,280,0.040268456
64,22,290,0
64,23,290,0
64,24,260,0.006711409
65,1,110,0
65,2,,
65,3,,
65,4,,
65,5,290,0
65,6,290,0
65,7,40,0
65,8,120,0
65,9,,
65,10,70,0.033557047
65,11,320,0.046979866
65,12,30,0.060402685
65,13,170,0.060402685
65,14,160,0.067114094
65,15,130,0.154362416
65,16,120,0.147651007
65,17,110,0.147651007
65,18,120,0.10738255
65,19,120,0.134228188
65,20,120,0.134228188
65,21,120,0.140939597
65,22,120,0.154362416
65,23,120,0.154362416
65,24,120,0.060402685
66,1,110,0.046979866
66,2,110,0.026845638
66,3,110,0.013422819
66,4,110,0
66,5,110,0.006711409
66,6,30,0
66,7,40,0
66,8,130,0
66,9,40,0.006711409
66,10,130,0.087248322
66,11,140,0.073825503
66,12,120,0.067114094
66,13,130,0.140939597
66,14,120,0.208053691
66,15,120,0.322147651
66,16,140,0.208053691
66,17,120,0.201342282
66,18,120,0.228187919
66,19,120,0.228187919
66,20,120,0.201342282
66,21,120,0.187919463
66,22,120,0.154362416
66,23,120,0.134228188
66,24,120,0.127516779
67,1,110,0.100671141
67,2,100,0.10738255
67,3,90,0.134228188
67,4,90,0.134228188
67,5,90,0.11409396
67,6,80,0.140939597
67,7,90,0.147651007
67,8,90,0.154362416
67,9,90,0.174496644
67,10,70,0.194630872
67,11,120,0.181208054
67,12,120,0.228187919
67,13,120,0.268456376
67,14,120,0.228187919
67,15,140,0.214765101
67,16,140,0.214765101
67,17,120,0.241610738
67,18,120,0.22147651
67,19,120,0.194630872
67,20,120,0.194630872
67,21,110,0.181208054
67,22,70,0.11409396
67,23,100,0.100671141
67,24,110,0.10738255
68,1,120,0.11409396
68,2,100,0.073825503
68,3,100,0.10738255
68,4,100,0.134228188
68,5,70,0.120805369
68,6,80,0.080536913
68,7,70,0.060402685
68,8,110,0.067114094
68,9,120,0.060402685
68,10,130,0.120805369
68,11,,
68,12,140,0.10738255
68,13,280,0.067114094
68,14,270,0.147651007
68,15,270,0.11409396
68,16,270,0.147651007
68,17,290,0.073825503
68,18,100,0.020134228
68,19,260,0
68,20,110,0.006711409
68,21,120,0.147651007
68,22,120,0.181208054
68,23,120,0.046979866
68,24,120,0.026845638
69,1,120,0
69,2,270,0
69,3,270,0
69,4,270,0.026845638
69,5,10,0.060402685
69,6,270,0.013422819
69,7,20,0.046979866
69,8,10,0.080536913
69,9,10,0.093959732
69,10,10,0.120805369
69,11,,
69,12,360,0.134228188
69,13,10,0.174496644
69,14,10,0.161073826
69,15,350,0.147651007
69,16,360,0.167785235
69,17,30,0.167785235
69,18,30,0.140939597
69,19,50,0.067114094
69,20,80,0.127516779
69,21,80,0.187919463
69,22,100,0.241610738
69,23,120,0.255033557
69,24,120,0.288590604
70,1,120,0.261744966
70,2,120,0.248322148
70,3,130,0.288590604
70,4,110,0.248322148
70,5,110,0.22147651
70,6,110,0.228187919
70,7,100,0.22147651
70,8,110,0.214765101
70,9,110,0.201342282
70,10,110,0.214765101
70,11,120,0.201342282
70,12,120,0.234899329
70,13,120,0.194630872
70,14,120,0.228187919
70,15,120,0.255033557
70,16,120,0.248322148
70,17,120,0.22147651
70,18,120,0.228187919
70,19,120,0.214765101
70,20,120,0.161073826
70,21,120,0.161073826
70,22,120,0.127516779
70,23,120,0.154362416
70,24,120,0.154362416
71,1,120,0.161073826
71,2,120,0.214765101
71,3,110,0.214765101
71,4,120,0.181208054
71,5,100,0.174496644
71,6,100,0.147651007
71,7,90,0.161073826
71,8,80,0.120805369
71,9,80,0.174496644
71,10,60,0.167785235
71,11,110,0.22147651
71,12,110,0.241610738
71,13,60,0.161073826
71,14,60,0.060402685
71,15,70,0.10738255
71,16,90,0.120805369
71,17,100,0.093959732
71,18,120,0.161073826
71,19,120,0.147651007
71,20,100,0.093959732
71,21,110,0.174496644
71,22,110,0.161073826
71,23,120,0.187919463
71,24,100,0.174496644
72,1,100,0.127516779
72,2,120,0.140939597
72,3,130,0.080536913
72,4,120,0.100671141
72,5,30,0.060402685
72,6,40,0.093959732
72,7,40,0.073825503
72,8,100,0.093959732
72,9,90,0.161073826
72,10,100,0.147651007
72,11,70,0.194630872
72,12,110,0.22147651
72,13,120,0.255033557
72,14,130,0.241610738
72,15,120,0.154362416
72,16,120,0.194630872
72,17,120,0.22147651
72,18,110,0.120805369
72,19,110,0.140939597
72,20,90,0.154362416
72,21,110,0.093959732
72,22,100,0.073825503
72,23,100,0.10738255
72,24,110,0.120805369
73,1,120,0.10738255
73,2,130,0.127516779
73,3,120,0.154362416
73,4,120,0.194630872
73,5,120,0.120805369
73,6,110,0.10738255
73,7,120,0.053691275
73,8,60,0.026845638
73,9,110,0.093959732
73,10,110,0.134228188
73,11,110,0.120805369
73,12,120,0.174496644
73,13,120,0.234899329
73,14,120,0.255033557
73,15,130,0.167785235
73,16,140,0.140939597
73,17,130,0.127516779
73,18,130,0.161073826
73,19,120,0.147651007
73,20,120,0.10738255
73,21,130,0.080536913
73,22,120,0.060402685
73,23,130,0.053691275
73,24,50,0.046979866
74,1,40,0.11409396
74,2,30,0.147651007
74,3,30,0.120805369
74,4,40,0.147651007
74,5,40,0.208053691
74,6,40,0.187919463
74,7,40,0.187919463
74,8,50,0.22147651
74,9,40,0.208053691
74,10,20,0.174496644
74,11,10,0.214765101
74,12,20,0.214765101
74,13,20,0.147651007
74,14,40,0.067114094
74,15,40,0.147651007
74,16,30,0.140939597
74,17,50,0.10738255
74,18,50,0.10738255
74,19,50,0.053691275
74,20,30,0.100671141
74,21,40,0.201342282
74,22,50,0.208053691
74,23,40,0.147651007
74,24,10,0.154362416
75,1,70,0.026845638
75,2,40,0.127516779
75,3,50,0.073825503
75,4,20,0.154362416
75,5,10,0.181208054
75,6,20,0.120805369
75,7,50,0.120805369
75,8,40,0.187919463
75,9,20,0.073825503
75,10,40,0.127516779
75,11,40,0.167785235
75,12,20,0.11409396
75,13,120,0.087248322
75,14,130,0.134228188
75,15,140,0.181208054
75,16,120,0.134228188
75,17,120,0.093959732
75,18,120,0.10738255
75,19,100,0.060402685
75,20,110,0.080536913
75,21,70,0.093959732
75,22,50,0.100671141
75,23,40,0.10738255
75,24,40,0.100671141
76,1,20,0.093959732
76,2,20,0.120805369
76,3,10,0.067114094
76,4,40,0
76,5,10,0.020134228
76,6,40,0.046979866
76,7,20,0.020134228
76,8,20,0.040268456
76,9,40,0.013422819
76,10,20,0.033557047
76,11,140,0.10738255
76,12,140,0.174496644
76,13,140,0.140939597
76,14,140,0.080536913
76,15,,
76,16,120,0.093959732
76,17,130,0.080536913
76,18,110,0.053691275
76,19,300,0.006711409
76,20,120,0
76,21,120,0.134228188
76,22,120,0.120805369
76,23,120,0.093959732
76,24,110,0.046979866
77,1,80,0.026845638
77,2,110,0.026845638
77,3,80,0.020134228
77,4,90,0.013422819
77,5,60,0.026845638
77,6,80,0.087248322
77,7,90,0.11409396
77,8,90,0.073825503
77,9,110,0.073825503
77,10,120,0.134228188
77,11,120,0.174496644
77,12,120,0.147651007
77,13,140,0.154362416
77,14,140,0.174496644
77,15,130,0.167785235
77,16,120,0.187919463
77,17,120,0.134228188
77,18,120,0.167785235
77,19,120,0.140939597
77,20,120,0.147651007
77,21,120,0.167785235
77,22,120,0.127516779
77,23,110,0.087248322
77,24,110,0.11409396
78,1,110,0.120805369
78,2,100,0.087248322
78,3,120,0.087248322
78,4,110,0.093959732
78,5,90,0.080536913
78,6,90,0.073825503
78,7,100,0.026845638
78,8,50,0.033557047
78,9,120,0.067114094
78,10,120,0.147651007
78,11,,
78,12,150,0.100671141
78,13,130,0.020134228
78,14,120,0.10738255
78,15,120,0.187919463
78,16,,
78,17,120,0.208053691
78,18,120,0.255033557
78,19,120,0.228187919
78,20,120,0.174496644
78,21,120,0.154362416
78,22,90,0.127516779
78,23,100,0.080536913
78,24,60,0.087248322
79,1,80,0.100671141
79,2,100,0.033557047
79,3,100,0.073825503
79,4,110,0.033557047
79,5,100,0.053691275
79,6,110,0.067114094
79,7,70,0.026845638
79,8,110,0.013422819
79,9,120,0.073825503
79,10,120,0.120805369
79,11,120,0.174496644
79,12,140,0.22147651
79,13,140,0.187919463
79,14,140,0.174496644
79,15,140,0.167785235
79,16,120,0.134228188
79,17,120,0.147651007
79,18,120,0.174496644
79,19,120,0.201342282
79,20,120,0.127516779
79,21,120,0.120805369
79,22,120,0.127516779
79,23,110,0.134228188
79,24,100,0.087248322
80,1,,
80,2,60,0.120805369
80,3,120,0.127516779
80,4,60,0.161073826
80,5,60,0.080536913
80,6,80,0.10738255
80,7,100,0.161073826
80,8,90,0.11409396
80,9,100,0.167785235
80,10,120,0.167785235
80,11,120,0.214765101
80,12,120,0.268456376
80,13,120,0.281879195
80,14,120,0.234899329
80,15,120,0.295302013
80,16,110,0.234899329
80,17,120,0.214765101
80,18,110,0.228187919
80,19,110,0.22147651
80,20,120,0.194630872
80,21,120,0.228187919
80,22,110,0.228187919
80,23,110,0.214765101
80,24,100,0.187919463
81,1,120,0.201342282
81,2,110,0.228187919
81,3,110,0.187919463
81,4,110,0.167785235
81,5,100,0.201342282
81,6,110,0.214765101
81,7,110,0.228187919
81,8,100,0.208053691
81,9,120,0.22147651
81,10,110,0.22147651
81,11,120,0.234899329
81,12,110,0.208053691
81,13,110,0.214765101
81,14,120,0.228187919
81,15,120,0.208053691
81,16,120,0.255033557
81,17,120,0.241610738
81,18,120,0.181208054
81,19,120,0.187919463
81,20,120,0.181208054
81,21,120,0.214765101
81,22,120,0.261744966
81,23,120,0.22147651
81,24,120,0.208053691
82,1,120,0.208053691
82,2,120,0.194630872
82,3,120,0.174496644
82,4,120,0.167785235
82,5,110,0.140939597
82,6,110,0.127516779
82,7,120,0.134228188
82,8,110,0.161073826
82,9,110,0.181208054
82,10,110,0.147651007
82,11,120,0.140939597
82,12,120,0.161073826
82,13,130,0.187919463
82,14,130,0.147651007
82,15,120,0.161073826
82,16,120,0.140939597
82,17,120,0.161073826
82,18,120,0.194630872
82,19,120,0.214765101
82,20,120,0.187919463
82,21,120,0.174496644
82,22,120,0.147651007
82,23,120,0.154362416
82,24,120,0.154362416
83,1,120,0.120805369
83,2,120,0.134228188
83,3,110,0.127516779
83,4,120,0.120805369
83,5,120,0.120805369
83,6,120,0.134228188
83,7,120,0.134228188
83,8,120,0.134228188
83,9,120,0.147651007
83,10,110,0.174496644
83,11,120,0.134228188
83,12,120,0.194630872
83,13,110,0.167785235
83,14,110,0.10738255
83,15,110,0.147651007
83,16,110,0.154362416
83,17,120,0.187919463
83,18,120,0.234899329
83,19,130,0.181208054
83,20,120,0.194630872
83,21,120,0.181208054
83,22,120,0.167785235
83,23,120,0.228187919
83,24,120,0.208053691
84,1,120,0.181208054
84,2,110,0.147651007
84,3,120,0.154362416
84,4,120,0.154362416
84,5,100,0.120805369
84,6,100,0.134228188
84,7,110,0.140939597
84,8,120,0.181208054
84,9,120,0.208053691
84,10,110,0.234899329
84,11,120,0.22147651
84,12,110,0.228187919
84,13,110,0.167785235
84,14,120,0.167785235
84,15,140,0.194630872
84,16,140,0.154362416
84,17,120,0.147651007
84,18,120,0.120805369
84,19,110,0.013422819
84,20,120,0.040268456
84,21,120,0.080536913
84,22,130,0.154362416
84,23,120,0.161073826
84,24,130,0.100671141
85,1,120,0.033557047
85,2,120,0
85,3,20,0.020134228
85,4,10,0.046979866
85,5,20,0.040268456
85,6,20,0.067114094
85,7,10,0.053691275
85,8,60,0.013422819
85,9,350,0.040268456
85,10,10,0.127516779
85,11,10,0.181208054
85,12,20,0.161073826
85,13,10,0.161073826
85,14,360,0.208053691
85,15,10,0.288590604
85,16,20,0.22147651
85,17,10,0.22147651
85,18,10,0.181208054
85,19,40,0.167785235
85,20,20,0.140939597
85,21,70,0.120805369
85,22,10,0.120805369
85,23,10,0.214765101
85,24,10,0.234899329
86,1,10,0.22147651
86,2,10,0.201342282
86,3,10,0.194630872
86,4,10,0.234899329
86,5,20,0.140939597
86,6,330,0.11409396
86,7,20,0.140939597
86,8,80,0.140939597
86,9,30,0.234899329
86,10,30,0.234899329
86,11,10,0.234899329
86,12,20,0.268456376
86,13,20,0.228187919
86,14,10,0.234899329
86,15,20,0.248322148
86,16,40,0.181208054
86,17,40,0.181208054
86,18,20,0.22147651
86,19,20,0.295302013
86,20,20,0.342281879
86,21,,
86,22,20,0.375838926
86,23,20,0.295302013
86,24,30,0.194630872
87,1,60,0.134228188
87,2,30,0.067114094
87,3,30,0.067114094
87,4,60,0.040268456
87,5,30,0.033557047
87,6,110,0.020134228
87,7,30,0.073825503
87,8,20,0.080536913
87,9,30,0.11409396
87,10,40,0.194630872
87,11,50,0.22147651
87,12,30,0.214765101
87,13,30,0.140939597
87,14,10,0.11409396
87,15,10,0.161073826
87,16,10,0.154362416
87,17,40,0.11409396
87,18,360,0.127516779
87,19,20,0.087248322
87,20,10,0.10738255
87,21,10,0.067114094
87,22,20,0.147651007
87,23,40,0.194630872
87,24,30,0.261744966
88,1,30,0.255033557
88,2,40,0.22147651
88,3,20,0.167785235
88,4,30,0.194630872
88,5,20,0.194630872
88,6,20,0.147651007
88,7,10,0.10738255
88,8,10,0.087248322
88,9,30,0.073825503
88,10,40,0.134228188
88,11,130,0.134228188
88,12,120,0.147651007
88,13,130,0.187919463
88,14,150,0.147651007
88,15,140,0.140939597
88,16,260,0.087248322
88,17,270,0.060402685
88,18,270,0.026845638
88,19,120,0.006711409
88,20,120,0
88,21,110,0
88,22,10,0.006711409
88,23,30,0.087248322
88,24,20,0.140939597
89,1,30,0.11409396
89,2,20,0.167785235
89,3,40,0.167785235
89,4,30,0.234899329
89,5,30,0.208053691
89,6,30,0.187919463
89,7,40,0.073825503
89,8,70,0.026845638
89,9,40,0.060402685
89,10,50,0.140939597
89,11,30,0.201342282
89,12,20,0.167785235
89,13,10,0.161073826
89,14,60,0.060402685
89,15,20,0.100671141
89,16,40,0.140939597
89,17,40,0.154362416
89,18,50,0.134228188
89,19,60,0.194630872
89,20,50,0.187919463
89,21,30,0.174496644
89,22,30,0.268456376
89,23,20,0.22147651
89,24,30,0.241610738
90,1,,
90,2,,
90,3,20,0.255033557
90,4,20,0.22147651
90,5,360,0.167785235
90,6,350,0.140939597
90,7,20,0.154362416
90,8,360,0.147651007
90,9,,
90,10,,
90,11,20,0.201342282
90,12,40,0.187919463
90,13,20,0.140939597
90,14,40,0.208053691
90,15,30,0.167785235
90,16,40,0.194630872
90,17,20,0.248322148
90,18,30,0.255033557
90,19,20,0.241610738
90,20,40,0.154362416
90,21,70,0.174496644
90,22,100,0.154362416
90,23,90,0.134228188
90,24,90,0.161073826
91,1,100,0.302013423
91,2,90,0.288590604
91,3,90,0.288590604
91,4,,
91,5,100,0.348993289
91,6,90,0.389261745
91,7,90,0.362416107
91,8,90,0.382550336
91,9,90,0.382550336
91,10,90,0.375838926
91,11,,
91,12,90,0.402684564
91,13,90,0.395973154
91,14,90,0.429530201
91,15,90,0.402684564
91,16,100,0.44295302
91,17,100,0.463087248
91,18,100,0.469798658
91,19,100,0.469798658
91,20,110,0.44966443
91,21,110,0.476510067
91,22,110,0.463087248
91,23,110,0.416107383
91,24,110,0.429530201
92,1,110,0.456375839
92,2,100,0.369127517
92,3,100,0.348993289
92,4,100,0.409395973
92,5,100,0.342281879
92,6,100,0.389261745
92,7,120,0.348993289
92,8,130,0.322147651
92,9,140,0.32885906
92,10,140,0.308724832
92,11,120,0.32885906
92,12,120,0.281879195
92,13,120,0.248322148
92,14,120,0.275167785
92,15,120,0.255033557
92,16,120,0.241610738
92,17,120,0.22147651
92,18,120,0.154362416
92,19,110,0.167785235
92,20,120,0.154362416
92,21,120,0.140939597
92,22,120,0.187919463
92,23,120,0.161073826
92,24,120,0.174496644
93,1,110,0.154362416
93,2,110,0.201342282
93,3,120,0.228187919
93,4,120,0.208053691
93,5,120,0.147651007
93,6,120,0.147651007
93,7,120,0.174496644
93,8,120,0.181208054
93,9,120,0.22147651
93,10,120,0.214765101
93,11,120,0.187919463
93,12,120,0.161073826
93,13,120,0.194630872
93,14,130,0.134228188
93,15,130,0.174496644
93,16,120,0.234899329
93,17,120,0.208053691
93,18,120,0.154362416
93,19,120,0.147651007
93,20,120,0.228187919
93,21,120,0.234899329
93,22,120,0.134228188
93,23,130,0.140939597
93,24,130,0.147651007
94,1,140,0.120805369
94,2,130,0.147651007
94,3,130,0.10738255
94,4,120,0.026845638
94,5,110,0.073825503
94,6,110,0.020134228
94,7,140,0.020134228
94,8,100,0
94,9,120,0.033557047
94,10,120,0.067114094
94,11,140,0
94,12,110,0.067114094
94,13,90,0.060402685
94,14,120,0.127516779
94,15,130,0.140939597
94,16,120,0.167785235
94,17,120,0.154362416
94,18,120,0.187919463
94,19,120,0.208053691
94,20,120,0.127516779
94,21,130,0.120805369
94,22,120,0.167785235
94,23,100,0.080536913
94,24,110,0.100671141
95,1,100,0.100671141
95,2,120,0.087248322
95,3,120,0.11409396
95,4,110,0.120805369
95,5,110,0.067114094
95,6,120,0.073825503
95,7,120,0.127516779
95,8,120,0.228187919
95,9,120,0.194630872
95,10,130,0.22147651
95,11,120,0.201342282
95,12,110,0.234899329
95,13,120,0.234899329
95,14,120,0.308724832
95,15,110,0.234899329
95,16,120,0.181208054
95,17,120,0.194630872
95,18,120,0.234899329
95,19,120,0.248322148
95,20,120,0.208053691
95,21,120,0.214765101
95,22,120,0.167785235
95,23,120,0.174496644
95,24,120,0.167785235
96,1,120,0.174496644
96,2,120,0.194630872
96,3,110,0.161073826
96,4,120,0.181208054
96,5,120,0.127516779
96,6,120,0.134228188
96,7,120,0.147651007
96,8,120,0.154362416
96,9,120,0.140939597
96,10,110,0.100671141
96,11,110,0.127516779
96,12,130,0.208053691
96,13,130,0.201342282
96,14,120,0.275167785
96,15,130,0.255033557
96,16,130,0.201342282
96,17,130,0.140939597
96,18,130,0.134228188
96,19,120,0.201342282
96,20,120,0.214765101
96,21,120,0.154362416
96,22,120,0.134228188
96,23,120,0.11409396
96,24,120,0.127516779
97,1,120,0.147651007
97,2,110,0.140939597
97,3,120,0.147651007
97,4,120,0.134228188
97,5,120,0.127516779
97,6,90,0.087248322
97,7,120,0.147651007
97,8,120,0.080536913
97,9,120,0.087248322
97,10,130,0.154362416
97,11,140,0.154362416
97,12,140,0.167785235
97,13,130,0.154362416
97,14,130,0.167785235
97,15,120,0.120805369
97,16,120,0.100671141
97,17,110,0.087248322
97,18,120,0.140939597
97,19,120,0.181208054
97,20,120,0.161073826
97,21,130,0.127516779
97,22,130,0.140939597
97,23,120,0.053691275
97,24,120,0.060402685
98,1,120,0.026845638
98,2,120,0.026845638
98,3,110,0.060402685
98,4,120,0.046979866
98,5,100,0.067114094
98,6,120,0.073825503
98,7,120,0.134228188
98,8,120,0.181208054
98,9,120,0.154362416
98,10,120,0.161073826
98,11,120,0.194630872
98,12,120,0.187919463
98,13,130,0.194630872
98,14,130,0.214765101
98,15,120,0.255033557
98,16,120,0.201342282
98,17,120,0.22147651
98,18,120,0.161073826
98,19,120,0.154362416
98,20,120,0.140939597
98,21,120,0.154362416
98,22,130,0.11409396
98,23,120,0.11409396
98,24,120,0.120805369
99,1,130,0.067114094
99,2,120,0.073825503
99,3,120,0.006711409
99,4,350,0
99,5,120,0.006711409
99,6,130,0
99,7,120,0
99,8,140,0
99,9,280,0.046979866
99,10,290,0.147651007
99,11,270,0.080536913
99,12,290,0.046979866
99,13,260,0.140939597
99,14,260,0.228187919
99,15,260,0.181208054
99,16,260,0.187919463
99,17,260,0.147651007
99,18,270,0.11409396
99,19,280,0.080536913
99,20,280,0.080536913
99,21,300,0.040268456
99,22,10,0.11409396
99,23,40,0.046979866
99,24,60,0.060402685
100,1,10,0.087248322
100,2,20,0.060402685
100,3,10,0.093959732
100,4,20,0.067114094
100,5,20,0.067114094
100,6,10,0.147651007
100,7,10,0.120805369
100,8,20,0.053691275
100,9,270,0.013422819
100,10,270,0.046979866
100,11,270,0.100671141
100,12,240,0.100671141
100,13,270,0.154362416
100,14,220,0.140939597
100,15,260,0.161073826
100,16,260,0.147651007
100,17,260,0.073825503
