Day,Hour,Dir,Spd,Temp,Radiation
76,19,300.0,0.006711409,0.65625,0.0
76,20,120.0,0.0,0.625,0.0
77,6,80.0,0.087248322,0.6171875,0.0
77,7,90.0,0.11409396,0.61328125,0.005763689
77,8,90.0,0.073825503,0.6328125,0.07204611
77,9,110.0,0.073825503,0.6640625,0.187319885
77,10,120.0,0.134228188,0.68359375,0.213256484
77,11,120.0,0.174496644,0.7578125,0.452449568
77,12,120.0,0.147651007,0.8125,0.717579251
77,13,140.0,0.154362416,0.74609375,0.412103746
77,14,140.0,0.174496644,0.81640625,0.642651297
77,15,130.0,0.167785235,0.8046875,0.587896254
77,16,120.0,0.187919463,0.74609375,0.374639769
77,17,120.0,0.134228188,0.69921875,0.170028818
77,18,120.0,0.167785235,0.65625,0.028818444
77,19,120.0,0.140939597,0.6328125,0.0
77,20,120.0,0.147651007,0.62109375,0.0
78,6,90.0,0.073825503,0.5859375,0.0
78,7,100.0,0.026845638,0.5859375,0.014409222
78,8,50.0,0.033557047,0.62890625,0.141210375
78,9,120.0,0.067114094,0.6953125,0.340057637
78,10,120.0,0.147651007,0.77734375,0.536023055
78,11,,,0.828125,0.685878963
78,12,150.0,0.100671141,0.8359375,0.746397695
78,13,130.0,0.020134228,0.87109375,0.726224784
78,14,120.0,0.10738255,0.83984375,0.671469741
78,15,120.0,0.187919463,0.8046875,0.556195965
78,16,,,0.7578125,0.403458213
78,17,120.0,0.208053691,0.71484375,0.195965418
78,18,120.0,0.255033557,0.66015625,0.031700288
78,19,120.0,0.228187919,0.640625,0.0
78,20,120.0,0.174496644,0.6328125,0.0
79,6,110.0,0.067114094,0.58203125,0.0
79,7,70.0,0.026845638,0.578125,0.011527378
79,8,110.0,0.013422819,0.625,0.13832853
79,9,120.0,0.073825503,0.72265625,0.342939481
79,10,120.0,0.120805369,0.79296875,0.541786744
79,11,120.0,0.174496644,0.828125,0.688760807
79,12,140.0,0.22147651,0.8359375,0.760806916
79,13,140.0,0.187919463,0.859375,0.76945245
79,14,140.0,0.174496644,0.82421875,0.700288184
79,15,140.0,0.167785235,0.8046875,0.564841499
79,16,120.0,0.134228188,0.7578125,0.368876081
79,17,120.0,0.147651007,0.71484375,0.178674352
79,18,120.0,0.174496644,0.65625,0.028818444
79,19,120.0,0.201342282,0.65234375,0.0
79,20,120.0,0.127516779,0.65625,0.0
80,6,80.0,0.10738255,0.60546875,0.0
80,7,100.0,0.161073826,0.60546875,0.011527378
80,8,90.0,0.11409396,0.6328125,0.129682997
80,9,100.0,0.167785235,0.671875,0.296829971
80,10,120.0,0.167785235,0.7265625,0.515850144
80,11,120.0,0.214765101,0.78125,0.668587896
80,12,120.0,0.268456376,0.79296875,0.757925072
80,13,120.0,0.281879195,0.7578125,0.76945245
80,14,120.0,0.234899329,0.7578125,0.706051873
80,15,120.0,0.295302013,0.73828125,0.57925072
80,16,110.0,0.234899329,0.69921875,0.383285303
80,17,120.0,0.214765101,0.671875,0.172910663
80,18,110.0,0.228187919,0.63671875,0.034582133
80,19,110.0,0.22147651,0.6328125,0.0
80,20,120.0,0.194630872,0.62890625,0.0
81,6,110.0,0.214765101,0.609375,0.0
81,7,110.0,0.228187919,0.609375,0.008645533
81,8,100.0,0.208053691,0.6328125,0.066282421
81,9,120.0,0.22147651,0.65625,0.193083573
81,10,110.0,0.22147651,0.6953125,0.273775216
81,11,120.0,0.234899329,0.68359375,0.365994236
81,12,110.0,0.208053691,0.66796875,0.219020173
81,13,110.0,0.214765101,0.65625,0.198847262
81,14,120.0,0.228187919,0.6796875,0.207492795
81,15,120.0,0.208053691,0.69140625,0.293948127
81,16,120.0,0.255033557,0.6484375,0.167146974
81,17,120.0,0.241610738,0.640625,0.048991354
81,18,120.0,0.181208054,0.62890625,0.020172911
81,19,120.0,0.187919463,0.62890625,0.0
81,20,120.0,0.181208054,0.62890625,0.0
82,6,110.0,0.127516779,0.609375,0.0
82,7,120.0,0.134228188,0.60546875,0.0
82,8,110.0,0.161073826,0.61328125,0.028818444
82,9,110.0,0.181208054,0.640625,0.100864553
82,10,110.0,0.147651007,0.66015625,0.207492795
82,11,120.0,0.140939597,0.70703125,0.299711816
82,12,120.0,0.161073826,0.8125,0.507204611
82,13,130.0,0.187919463,0.72265625,0.536023055
82,14,130.0,0.147651007,0.75390625,0.481268012
82,15,120.0,0.161073826,0.71875,0.293948127
82,16,120.0,0.140939597,0.7109375,0.253602305
82,17,120.0,0.161073826,0.68359375,0.07204611
82,18,120.0,0.194630872,0.65625,0.017291066
82,19,120.0,0.214765101,0.66015625,0.0
82,20,120.0,0.187919463,0.6640625,0.0
83,6,120.0,0.134228188,0.64453125,0.0
83,7,120.0,0.134228188,0.65625,0.005763689
83,8,120.0,0.134228188,0.66796875,0.048991354
83,9,120.0,0.147651007,0.67578125,0.095100865
83,10,110.0,0.174496644,0.6796875,0.089337176
83,11,120.0,0.134228188,0.68359375,0.089337176
83,12,120.0,0.194630872,0.68359375,0.268011527
83,13,110.0,0.167785235,0.68359375,0.337175793
83,14,110.0,0.10738255,0.68359375,0.089337176
83,15,110.0,0.147651007,0.6953125,0.115273775
83,16,110.0,0.154362416,0.69921875,0.141210375
83,17,120.0,0.187919463,0.6875,0.077809798
83,18,120.0,0.234899329,0.65625,0.031700288
83,19,130.0,0.181208054,0.6484375,0.0
83,20,120.0,0.194630872,0.6484375,0.0
84,6,100.0,0.134228188,0.609375,0.0
84,7,110.0,0.140939597,0.62109375,0.008645533
84,8,120.0,0.181208054,0.640625,0.089337176
84,9,120.0,0.208053691,0.67578125,0.201729107
84,10,110.0,0.234899329,0.703125,0.383285303
84,11,120.0,0.22147651,0.74609375,0.409221902
84,12,110.0,0.228187919,0.75,0.510086455
84,13,110.0,0.167785235,0.71875,0.567723343
84,14,120.0,0.167785235,0.8125,0.665706052
84,15,140.0,0.194630872,0.8046875,0.585014409
84,16,140.0,0.154362416,0.78125,0.368876081
84,17,120.0,0.147651007,0.73046875,0.190201729
84,18,120.0,0.120805369,0.68359375,0.028818444
84,19,110.0,0.013422819,0.65625,0.0
84,20,120.0,0.040268456,0.640625,0.0
85,6,20.0,0.067114094,0.62890625,0.0
85,7,10.0,0.053691275,0.625,0.011527378
85,8,60.0,0.013422819,0.640625,0.086455331
85,9,350.0,0.040268456,0.69921875,0.328530259
85,10,10.0,0.127516779,0.73046875,0.518731988
85,11,10.0,0.181208054,0.75,0.662824207
85,12,20.0,0.161073826,0.77734375,0.740634006
85,13,10.0,0.161073826,0.80078125,0.703170029
85,14,360.0,0.208053691,0.7890625,0.452449568
85,15,10.0,0.288590604,0.76953125,0.530259366
85,16,20.0,0.22147651,0.7578125,0.386167147
85,17,10.0,0.22147651,0.71875,0.172910663
85,18,10.0,0.181208054,0.65625,0.028818444
85,19,40.0,0.167785235,0.62109375,0.0
85,20,20.0,0.140939597,0.59375,0.0
86,6,330.0,0.11409396,0.51953125,0.0
86,7,20.0,0.140939597,0.51171875,0.002881844
86,8,80.0,0.140939597,0.5,0.057636888
86,9,30.0,0.234899329,0.54296875,0.236311239
86,10,30.0,0.234899329,0.5625,0.325648415
86,11,10.0,0.234899329,0.6015625,0.602305476
86,12,20.0,0.268456376,0.6484375,0.772334294
86,13,20.0,0.228187919,0.66796875,0.775216138
86,14,10.0,0.234899329,0.6640625,0.694524496
86,15,20.0,0.248322148,0.6640625,0.582132565
86,16,40.0,0.181208054,0.6640625,0.397694524
86,17,40.0,0.181208054,0.6328125,0.193083573
86,18,20.0,0.22147651,0.6015625,0.025936599
86,19,20.0,0.295302013,0.5859375,0.0
86,20,20.0,0.342281879,0.56640625,0.0
87,6,110.0,0.020134228,0.37109375,0.0
87,7,30.0,0.073825503,0.375,0.011527378
87,8,20.0,0.080536913,0.3984375,0.141210375
87,9,30.0,0.11409396,0.4453125,0.360230548
87,10,40.0,0.194630872,0.49609375,0.567723343
87,11,50.0,0.22147651,0.51953125,0.720461095
87,12,30.0,0.214765101,0.55859375,0.809798271
87,13,30.0,0.140939597,0.57421875,0.806916427
87,14,10.0,0.11409396,0.578125,0.726224784
87,15,10.0,0.161073826,0.59375,0.599423631
87,16,10.0,0.154362416,0.58203125,0.414985591
87,17,40.0,0.11409396,0.5625,0.187319885
87,18,360.0,0.127516779,0.53515625,0.023054755
87,19,20.0,0.087248322,0.5078125,0.0
87,20,10.0,0.10738255,0.52734375,0.0
88,6,20.0,0.147651007,0.390625,0.0
88,7,10.0,0.10738255,0.37890625,0.008645533
88,8,10.0,0.087248322,0.42578125,0.13832853
88,9,30.0,0.073825503,0.49609375,0.34870317
88,10,40.0,0.134228188,0.53125,0.550432277
88,11,130.0,0.134228188,0.6328125,0.69740634
88,12,120.0,0.147651007,0.64453125,0.78962536
88,13,130.0,0.187919463,0.67578125,0.786743516
88,14,150.0,0.147651007,0.64453125,0.714697406
88,15,140.0,0.140939597,0.68359375,0.582132565
88,16,260.0,0.087248322,0.63671875,0.365994236
88,17,270.0,0.060402685,0.60546875,0.167146974
88,18,270.0,0.026845638,0.5546875,0.020172911
88,19,120.0,0.006711409,0.49609375,0.0
88,20,120.0,0.0,0.5078125,0.0
89,6,30.0,0.187919463,0.47265625,0.0
89,7,40.0,0.073825503,0.4453125,0.002881844
89,8,70.0,0.026845638,0.453125,0.057636888
89,9,40.0,0.060402685,0.515625,0.207492795
89,10,50.0,0.140939597,0.609375,0.530259366
89,11,30.0,0.201342282,0.60546875,0.570605187
89,12,20.0,0.167785235,0.6796875,0.65129683
89,13,10.0,0.161073826,0.65234375,0.368876081
89,14,60.0,0.060402685,0.66796875,0.305475504
89,15,20.0,0.100671141,0.72265625,0.461095101
89,16,40.0,0.140939597,0.68359375,0.262247839
89,17,40.0,0.154362416,0.671875,0.100864553
89,18,50.0,0.134228188,0.66796875,0.023054755
89,19,60.0,0.194630872,0.65625,0.0
89,20,50.0,0.187919463,0.671875,0.0
90,6,350.0,0.140939597,0.48828125,0.0
90,7,20.0,0.154362416,0.515625,0.002881844
90,8,360.0,0.147651007,0.5390625,0.023054755
90,9,,,,0.043227666
90,10,,,0.55859375,0.063400576
90,11,20.0,0.201342282,0.59375,0.187319885
90,12,40.0,0.187919463,0.62109375,0.242074928
90,13,20.0,0.140939597,0.63671875,0.247838617
90,14,40.0,0.208053691,0.6328125,0.155619597
90,15,30.0,0.167785235,0.640625,0.152737752
90,16,40.0,0.194630872,0.625,0.069164265
90,17,20.0,0.248322148,0.6171875,0.034582133
90,18,30.0,0.255033557,0.6171875,0.008645533
90,19,20.0,0.241610738,0.62109375,0.0
90,20,40.0,0.154362416,0.671875,0.0
91,6,90.0,0.389261745,0.5703125,0.0
91,7,90.0,0.362416107,0.57421875,0.0
91,8,90.0,0.382550336,0.57421875,0.011527378
91,9,90.0,0.382550336,0.58203125,0.034582133
91,10,90.0,0.375838926,0.5859375,0.031700288
91,11,,,0.59375,0.077809798
91,12,90.0,0.402684564,0.59765625,0.054755043
91,13,90.0,0.395973154,0.59375,0.051873199
91,14,90.0,0.429530201,0.59765625,0.07204611
91,15,90.0,0.402684564,0.60546875,0.066282421
91,16,100.0,0.44295302,0.609375,0.034582133
91,17,100.0,0.463087248,0.6015625,0.014409222
91,18,100.0,0.469798658,0.609375,0.002881844
91,19,100.0,0.469798658,0.609375,0.0
91,20,110.0,0.44966443,0.609375,0.0
92,6,100.0,0.389261745,0.609375,0.0
92,7,120.0,0.348993289,0.61328125,0.0
92,8,130.0,0.322147651,0.6171875,0.002881844
92,9,140.0,0.32885906,0.6328125,0.014409222
92,10,140.0,0.308724832,0.63671875,0.040345821
92,11,120.0,0.32885906,0.64453125,0.11815562
92,12,120.0,0.281879195,0.66015625,0.198847262
92,13,120.0,0.248322148,0.671875,0.262247839
92,14,120.0,0.275167785,0.65625,0.121037464
92,15,120.0,0.255033557,0.66796875,0.158501441
92,16,120.0,0.241610738,0.67578125,0.123919308
92,17,120.0,0.22147651,0.65625,0.063400576
92,18,120.0,0.154362416,0.640625,0.005763689
92,19,110.0,0.167785235,0.64453125,0.0
92,20,120.0,0.154362416,0.63671875,0.0
93,6,120.0,0.147651007,0.63671875,0.0
93,7,120.0,0.174496644,0.62890625,0.002881844
93,8,120.0,0.181208054,0.640625,0.051873199
93,9,120.0,0.22147651,0.6640625,0.126801153
93,10,120.0,0.214765101,0.6953125,0.172910663
93,11,120.0,0.187919463,0.70703125,0.224783862
93,12,120.0,0.161073826,0.6953125,0.146974063
93,13,120.0,0.194630872,0.6953125,0.181556196
93,14,130.0,0.134228188,0.67578125,0.089337176
93,15,130.0,0.174496644,0.7109375,0.144092219
93,16,120.0,0.234899329,0.70703125,0.233429395
93,17,120.0,0.208053691,0.6953125,0.112391931
93,18,120.0,0.154362416,0.66015625,0.020172911
93,19,120.0,0.147651007,0.65234375,0.0
93,20,120.0,0.228187919,0.65234375,0.0
94,6,110.0,0.020134228,0.6484375,0.0
94,7,140.0,0.020134228,0.6328125,0.002881844
94,8,100.0,0.0,0.6640625,0.040345821
94,9,120.0,0.033557047,0.7265625,0.172910663
94,10,120.0,0.067114094,0.7421875,0.244956772
94,11,140.0,0.0,0.75,0.305475504
94,12,110.0,0.067114094,0.796875,0.334293948
94,13,90.0,0.060402685,0.8203125,0.507204611
94,14,120.0,0.127516779,0.87890625,0.680115274
94,15,130.0,0.140939597,0.86328125,0.570605187
94,16,120.0,0.167785235,0.83203125,0.391930836
94,17,120.0,0.154362416,0.765625,0.18443804
94,18,120.0,0.187919463,0.6875,0.023054755
94,19,120.0,0.208053691,0.66796875,0.0
94,20,120.0,0.127516779,0.6640625,0.0
95,6,120.0,0.073825503,0.640625,0.0
95,7,120.0,0.127516779,0.64453125,0.008645533
95,8,120.0,0.228187919,0.6875,0.13832853
95,9,120.0,0.194630872,0.74609375,0.322766571
95,10,130.0,0.22147651,0.703125,0.219020173
95,11,120.0,0.201342282,0.72265625,0.239193084
95,12,110.0,0.234899329,0.7421875,0.334293948
95,13,120.0,0.234899329,0.7890625,0.706051873
95,14,120.0,0.308724832,0.76171875,0.654178674
95,15,110.0,0.234899329,0.765625,0.475504323
95,16,120.0,0.181208054,0.7578125,0.371757925
95,17,120.0,0.194630872,0.72265625,0.193083573
95,18,120.0,0.234899329,0.67578125,0.025936599
95,19,120.0,0.248322148,0.66015625,0.0
95,20,120.0,0.208053691,0.66015625,0.0
96,6,120.0,0.134228188,0.6328125,0.0
96,7,120.0,0.147651007,0.62890625,0.002881844
96,8,120.0,0.154362416,0.64453125,0.054755043
96,9,120.0,0.140939597,0.68359375,0.149855908
96,10,110.0,0.100671141,0.71875,0.259365994
96,11,110.0,0.127516779,0.80078125,0.429394813
96,12,130.0,0.208053691,0.82421875,0.763688761
96,13,130.0,0.201342282,0.8125,0.749279539
96,14,120.0,0.275167785,0.80859375,0.69740634
96,15,130.0,0.255033557,0.79296875,0.573487032
96,16,130.0,0.201342282,0.76953125,0.386167147
96,17,130.0,0.140939597,0.7265625,0.181556196
96,18,130.0,0.134228188,0.65625,0.023054755
96,19,120.0,0.201342282,0.64453125,0.0
96,20,120.0,0.214765101,0.6328125,0.0
97,6,90.0,0.087248322,0.6328125,0.0
97,7,120.0,0.147651007,0.625,0.005763689
97,8,120.0,0.080536913,0.64453125,0.074927954
97,9,120.0,0.087248322,0.71875,0.262247839
97,10,130.0,0.154362416,0.7890625,0.484149856
97,11,140.0,0.154362416,0.82421875,0.659942363
97,12,140.0,0.167785235,0.81640625,0.602305476
97,13,130.0,0.154362416,0.83203125,0.726224784
97,14,130.0,0.167785235,0.8359375,0.668587896
97,15,120.0,0.120805369,0.7890625,0.521613833
97,16,120.0,0.100671141,0.75,0.285302594
97,17,110.0,0.087248322,0.71875,0.09221902
97,18,120.0,0.140939597,0.6640625,0.014409222
97,19,120.0,0.181208054,0.66015625,0.0
97,20,120.0,0.161073826,0.65234375,0.0
98,6,120.0,0.073825503,0.62109375,0.0
98,7,120.0,0.134228188,0.62109375,0.002881844
98,8,120.0,0.181208054,0.62109375,0.043227666
98,9,120.0,0.154362416,0.63671875,0.07204611
98,10,120.0,0.161073826,0.703125,0.193083573
98,11,120.0,0.194630872,0.75390625,0.423631124
98,12,120.0,0.187919463,0.796875,0.723342939
98,13,130.0,0.194630872,0.8203125,0.729106628
98,14,130.0,0.214765101,0.7890625,0.662824207
98,15,120.0,0.255033557,0.76953125,0.515850144
98,16,120.0,0.201342282,0.73828125,0.365994236
98,17,120.0,0.22147651,0.6875,0.16426513
98,18,120.0,0.161073826,0.63671875,0.020172911
98,19,120.0,0.154362416,0.6171875,0.0
98,20,120.0,0.140939597,0.61328125,0.0
99,6,130.0,0.0,0.5703125,0.0
99,7,120.0,0.0,0.58984375,0.008645533
99,8,140.0,0.0,0.62109375,0.028818444
99,9,280.0,0.046979866,0.63671875,0.086455331
99,10,290.0,0.147651007,0.6015625,0.080691643
99,11,270.0,0.080536913,0.58984375,0.074927954
99,12,290.0,0.046979866,0.6328125,0.239193084
99,13,260.0,0.140939597,0.68359375,0.498559078
99,14,260.0,0.228187919,0.66796875,0.380403458
99,15,260.0,0.181208054,0.69140625,0.481268012
99,16,260.0,0.187919463,0.68359375,0.30259366
99,17,260.0,0.147651007,0.65234375,0.129682997
99,18,270.0,0.11409396,0.63671875,0.014409222
99,19,280.0,0.080536913,0.6328125,0.0
99,20,280.0,0.080536913,0.625,0.0
100,6,10.0,0.147651007,0.50390625,0.0
100,7,10.0,0.120805369,0.5,0.005763689
100,8,20.0,0.053691275,0.515625,0.106628242
100,9,270.0,0.013422819,0.59375,0.282420749
100,10,270.0,0.046979866,0.62109375,0.469740634
100,11,270.0,0.100671141,0.68359375,0.631123919
100,12,240.0,0.100671141,0.70703125,0.711815562
100,13,270.0,0.154362416,0.71875,0.685878963
100,14,220.0,0.140939597,0.71875,0.65129683
100,15,260.0,0.161073826,0.7109375,0.530259366
100,16,260.0,0.147651007,0.67578125,0.334293948
100,17,260.0,0.073825503,0.65234375,0.141210375
100,18,280.0,0.046979866,0.609375,0.017291066
100,19,120.0,0.067114094,0.5546875,0.0
100,20,110.0,0.127516779,0.55078125,0.0
101,6,120.0,0.053691275,0.5078125,0.0
101,7,50.0,0.0,0.51953125,0.005763689
101,8,120.0,0.060402685,0.5546875,0.095100865
101,9,110.0,0.10738255,0.61328125,0.25648415
101,10,100.0,0.093959732,0.63671875,0.409221902
101,11,120.0,0.120805369,0.671875,0.463976945
101,12,120.0,0.174496644,0.734375,0.596541787
101,13,120.0,0.22147651,0.7421875,0.731988473
101,14,120.0,0.228187919,0.73046875,0.622478386
101,15,120.0,0.268456376,0.703125,0.507204611
101,16,120.0,0.234899329,0.6640625,0.34870317
101,17,120.0,0.248322148,0.625,0.152737752
101,18,120.0,0.208053691,0.58984375,0.017291066
101,19,120.0,0.187919463,0.578125,0.0
101,20,130.0,0.134228188,0.578125,0.0
102,6,120.0,0.134228188,0.52734375,0.0
102,7,110.0,0.100671141,0.53515625,0.005763689
102,8,110.0,0.093959732,0.56640625,0.086455331
102,9,120.0,0.140939597,0.609375,0.279538905
102,10,120.0,0.201342282,0.67578125,0.484149856
102,11,120.0,0.228187919,0.703125,0.616714697
102,12,120.0,0.234899329,0.73046875,0.723342939
102,13,130.0,0.214765101,0.72265625,0.717579251
102,14,120.0,0.194630872,0.7265625,0.659942363
102,15,130.0,0.228187919,0.7265625,0.544668588
102,16,130.0,0.194630872,0.6875,0.365994236
102,17,120.0,0.208053691,0.625,0.158501441
102,18,120.0,0.241610738,0.5859375,0.017291066
102,19,120.0,0.214765101,0.57421875,0.0
102,20,120.0,0.194630872,0.578125,0.0
103,6,110.0,0.053691275,0.5703125,0.0
103,7,110.0,0.073825503,0.57421875,0.005763689
103,8,110.0,0.100671141,0.59375,0.074927954
103,9,120.0,0.127516779,0.6328125,0.201729107
103,10,120.0,0.174496644,0.6796875,0.345821326
103,11,120.0,0.161073826,0.65234375,0.322766571
103,12,120.0,0.228187919,0.6875,0.443804035
103,13,120.0,0.181208054,0.66015625,0.426512968
103,14,120.0,0.194630872,0.73046875,0.406340058
103,15,120.0,0.214765101,0.7265625,0.498559078
103,16,120.0,0.214765101,0.67578125,0.239193084
103,17,120.0,0.140939597,0.63671875,0.080691643
103,18,130.0,0.093959732,0.62109375,0.014409222
103,19,120.0,0.127516779,0.6171875,0.0
103,20,120.0,0.154362416,0.6171875,0.0
104,6,110.0,0.033557047,0.58203125,0.0
104,7,120.0,0.067114094,0.5859375,0.002881844
104,8,120.0,0.120805369,0.60546875,0.04610951
104,9,110.0,0.100671141,0.640625,0.132564841
104,10,120.0,0.053691275,0.6796875,0.250720461
104,11,130.0,0.100671141,0.74609375,0.469740634
104,12,140.0,0.11409396,0.77734375,0.469740634
104,13,150.0,0.154362416,0.76953125,0.39481268
104,14,,,0.79296875,0.570605187
104,15,130.0,0.161073826,0.7421875,0.461095101
104,16,130.0,0.208053691,0.7265625,0.242074928
104,17,130.0,0.201342282,0.6875,0.161383285
104,18,130.0,0.214765101,0.64453125,0.008645533
104,19,120.0,0.187919463,0.63671875,0.0
104,20,120.0,0.11409396,0.6484375,0.0
105,6,30.0,0.120805369,0.546875,0.0
105,7,10.0,0.046979866,0.55078125,0.002881844
105,8,20.0,0.040268456,0.5859375,0.097982709
105,9,90.0,0.167785235,0.6328125,0.239193084
105,10,,,0.671875,0.337175793
105,11,120.0,0.268456376,0.68359375,0.481268012
105,12,110.0,0.234899329,0.6328125,0.268011527
105,13,120.0,0.281879195,0.6875,0.345821326
105,14,120.0,0.342281879,0.69140625,0.53314121
105,15,120.0,0.32885906,0.70703125,0.501440922
105,16,120.0,0.355704698,0.671875,0.432276657
105,17,110.0,0.33557047,0.6328125,0.13832853
105,18,120.0,0.295302013,0.61328125,0.017291066
105,19,120.0,0.342281879,0.609375,0.0
105,20,120.0,0.369127517,0.609375,0.0
106,6,100.0,0.194630872,0.546875,0.0
106,7,110.0,0.154362416,0.5546875,0.0
106,8,100.0,0.194630872,0.5546875,0.025936599
106,9,110.0,0.208053691,0.5703125,0.095100865
106,10,110.0,0.261744966,0.56640625,0.109510086
106,11,110.0,0.241610738,0.5703125,0.109510086
106,12,120.0,0.22147651,0.578125,0.097982709
106,13,110.0,0.234899329,0.58203125,0.095100865
106,14,110.0,0.261744966,0.58984375,0.115273775
106,15,110.0,0.281879195,0.6015625,0.170028818
106,16,120.0,0.322147651,0.609375,0.155619597
106,17,120.0,0.308724832,0.59765625,0.066282421
106,18,110.0,0.255033557,0.59765625,0.005763689
106,19,110.0,0.241610738,0.59765625,0.0
106,20,110.0,0.234899329,0.6015625,0.0
107,6,110.0,0.154362416,0.578125,0.0
107,7,110.0,0.194630872,0.57421875,0.002881844
107,8,110.0,0.208053691,0.58203125,0.043227666
107,9,110.0,0.174496644,0.64453125,0.236311239
107,10,120.0,0.22147651,0.70703125,0.498559078
107,11,120.0,0.315436242,0.734375,0.642651297
107,12,120.0,0.308724832,0.72265625,0.708933718
107,13,120.0,0.208053691,0.765625,0.706051873
107,14,120.0,0.288590604,0.765625,0.69740634
107,15,120.0,0.268456376,0.734375,0.46685879
107,16,120.0,0.241610738,0.72265625,0.368876081
107,17,120.0,0.134228188,0.6953125,0.161383285
107,18,120.0,0.093959732,0.63671875,0.017291066
107,19,120.0,0.060402685,0.6171875,0.0
107,20,120.0,0.194630872,0.61328125,0.0
108,6,300.0,0.093959732,0.4296875,0.0
108,7,10.0,0.147651007,0.38671875,0.005763689
108,8,10.0,0.255033557,0.37890625,0.106628242
108,9,10.0,0.275167785,0.37890625,0.308357349
108,10,10.0,0.32885906,0.390625,0.4870317
108,11,10.0,0.348993289,0.41015625,0.636887608
108,12,10.0,0.281879195,0.44140625,0.717579251
108,13,10.0,0.362416107,0.4375,0.720461095
108,14,10.0,0.33557047,0.4296875,0.668587896
108,15,10.0,0.248322148,0.44140625,0.553314121
108,16,20.0,0.194630872,0.40625,0.374639769
108,17,10.0,0.214765101,0.34375,0.167146974
108,18,10.0,0.241610738,0.30078125,0.020172911
108,19,30.0,0.187919463,0.265625,0.0
108,20,10.0,0.154362416,0.25,0.0
109,6,10.0,0.134228188,0.16015625,0.0
109,7,20.0,0.167785235,0.15234375,0.002881844
109,8,10.0,0.147651007,0.171875,0.100864553
109,9,10.0,0.080536913,0.26171875,0.285302594
109,10,130.0,0.10738255,0.390625,0.481268012
109,11,130.0,0.181208054,0.39453125,0.639769452
109,12,120.0,0.194630872,0.43359375,0.703170029
109,13,120.0,0.174496644,0.4453125,0.671469741
109,14,130.0,0.22147651,0.453125,0.538904899
109,15,130.0,0.201342282,0.47265625,0.495677233
109,16,120.0,0.174496644,0.4140625,0.23054755
109,17,120.0,0.127516779,0.40625,0.066282421
109,18,100.0,0.134228188,0.41796875,0.005763689
109,19,120.0,0.201342282,0.41015625,0.0
109,20,120.0,0.161073826,0.40625,0.0
110,6,20.0,0.167785235,0.34765625,0.0
110,7,20.0,0.10738255,0.32421875,0.0
110,8,50.0,0.120805369,0.328125,0.066282421
110,9,30.0,0.288590604,0.39453125,0.293948127
110,10,20.0,0.281879195,0.421875,0.44092219
110,11,30.0,0.302013423,0.46484375,0.610951009
110,12,20.0,0.248322148,0.48046875,0.412103746
110,13,10.0,0.127516779,0.5,0.383285303
110,14,20.0,0.053691275,0.53515625,0.432276657
110,15,10.0,0.067114094,0.5390625,0.279538905
110,16,20.0,0.120805369,0.52734375,0.170028818
110,17,30.0,0.174496644,0.5078125,0.069164265
110,18,30.0,0.147651007,0.49609375,0.005763689
110,19,30.0,0.194630872,0.4765625,0.0
110,20,40.0,0.261744966,0.44140625,0.0
111,6,10.0,0.181208054,0.23828125,0.0
111,7,10.0,0.241610738,0.23828125,0.002881844
111,8,20.0,0.214765101,0.23828125,0.037463977
111,9,20.0,0.248322148,0.23046875,0.077809798
111,10,10.0,0.248322148,0.2578125,0.193083573
111,11,10.0,0.22147651,0.2734375,0.279538905
111,12,20.0,0.194630872,0.28125,0.276657061
111,13,20.0,0.167785235,0.29296875,0.288184438
111,14,10.0,0.140939597,0.3125,0.227665706
111,15,10.0,0.120805369,0.30078125,0.172910663
111,16,40.0,0.100671141,0.296875,0.07204611
111,17,40.0,0.087248322,0.2890625,0.051873199
111,18,10.0,0.140939597,0.28125,0.005763689
111,19,10.0,0.060402685,0.30078125,0.0
111,20,40.0,0.073825503,0.30078125,0.0
112,6,50.0,0.060402685,0.35546875,0.0
112,7,40.0,0.087248322,0.296875,0.0
112,8,50.0,0.127516779,0.265625,0.014409222
112,9,10.0,0.040268456,0.28125,0.060518732
112,10,20.0,0.060402685,0.29296875,0.074927954
112,11,40.0,0.120805369,0.30859375,0.100864553
112,12,,,0.3125,0.100864553
112,13,10.0,0.127516779,0.3203125,0.097982709
112,14,10.0,0.134228188,0.296875,0.129682997
112,15,30.0,0.11409396,0.3046875,0.083573487
112,16,20.0,0.093959732,0.30859375,0.063400576
112,17,20.0,0.046979866,0.30859375,0.031700288
112,18,40.0,0.067114094,0.3125,0.002881844
112,19,10.0,0.073825503,0.3125,0.0
112,20,30.0,0.026845638,0.31640625,0.0
113,6,290.0,0.040268456,0.3828125,0.0
113,7,260.0,0.006711409,0.38671875,0.0
113,8,260.0,0.0,0.41796875,0.028818444
113,9,20.0,0.134228188,0.41796875,0.066282421
113,10,40.0,0.10738255,0.41796875,0.100864553
113,11,10.0,0.100671141,0.4453125,0.193083573
113,12,360.0,0.073825503,0.484375,0.39481268
113,13,20.0,0.073825503,0.4921875,0.285302594
113,14,40.0,0.120805369,0.49609375,0.409221902
113,15,20.0,0.10738255,0.4765625,0.224783862
113,16,360.0,0.046979866,0.47265625,0.13832853
113,17,10.0,0.026845638,0.47265625,0.060518732
113,18,60.0,0.006711409,0.46484375,0.005763689
113,19,130.0,0.0,0.4453125,0.0
